F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Number of Defects
10,1,6,2,5,23,142,10,3,1,10,3
8,3,4,2,5,23,116,10,3,0,10,4
6,2,5,1,3,23,81,10,3,0,12,4
8,3,5,2,4,23,86,10,3,0,13,4
9,2,5,9,5,23,108,10,3,0,11,2
7,3,3,6,6,23,136,10,3,0,10,4
7,4,5,7,6,23,150,10,3,0,10,4
7,4,2,2,6,23,120,10,3,1,9,3
7,3,3,2,4,23,110,10,3,0,11,3
8,3,3,1,4,23,103,10,3,1,11,4
7,2,3,2,4,23,96,10,3,0,11,4
7,4,3,12,6,23,174,10,3,1,9,3
8,2,4,2,5,23,91,10,3,0,10,4
6,3,2,5,6,23,126,10,3,0,9,5
6,3,3,2,5,23,147,10,3,1,10,4
7,2,3,1,5,23,107,10,4,1,10,4
6,4,2,4,3,23,109,10,3,1,13,6
6,4,0,1,4,23,121,10,3,1,10,4
10,2,5,2,5,23,130,10,3,1,10,3
8,4,3,4,3,23,100,10,3,1,13,4
8,3,3,6,4,23,109,10,3,1,11,4
7,2,3,3,3,23,111,10,3,1,10,2
7,2,3,3,3,23,111,10,3,1,10,2
8,2,3,2,5,23,106,10,3,1,10,3
8,4,3,8,3,23,118,10,3,0,13,5
6,4,4,6,2,23,174,10,4,1,12,5
6,4,3,1,3,23,109,10,3,0,11,4
7,4,3,6,3,23,120,10,3,1,10,5
7,3,2,6,3,23,120,10,3,1,10,5
7,3,3,2,3,23,128,10,3,1,11,3
7,4,3,4,4,23,92,10,3,0,11,4
6,2,4,1,5,23,92,10,3,0,10,4
6,2,3,1,3,23,73,10,3,1,11,4
9,2,5,1,3,23,58,10,3,1,11,4
6,2,4,2,4,23,87,10,3,0,12,5
9,2,5,1,3,23,58,10,3,1,11,4
8,2,4,4,5,23,98,10,3,0,10,4
6,1,3,1,4,23,131,10,3,0,10,3
6,1,3,1,4,23,131,10,3,0,10,3
6,2,3,1,4,23,131,10,3,0,12,3
7,2,3,1,7,23,140,10,3,0,11,4
7,4,3,2,3,23,87,10,3,0,11,4
8,2,3,5,5,23,98,10,3,0,10,4
8,2,3,5,5,23,98,10,3,0,10,4
6,3,3,7,4,23,89,10,3,0,11,4
7,5,1,5,5,23,86,10,3,0,9,3
7,5,1,5,5,23,86,10,3,0,9,3
9,3,3,5,2,23,127,10,3,0,11,5
7,2,3,9,3,23,112,10,3,0,11,4
7,3,2,18,5,23,139,10,3,1,9,3
7,3,2,18,5,23,139,10,3,1,9,3
8,3,3,9,2,23,96,10,3,0,11,4
7,3,4,2,5,23,156,10,3,1,11,3
5,3,2,11,3,23,111,10,3,0,12,5
7,4,8,1,19,23,90,10,3,0,11,4
8,3,4,6,2,23,125,10,3,1,11,4
6,3,2,2,3,23,85,10,3,0,13,3
8,3,3,1,5,23,76,10,3,0,12,4
8,4,3,1,5,23,193,10,3,0,12,3
6,1,4,2,5,23,72,10,3,1,12,5
7,2,4,1,5,23,83,10,3,0,12,5
8,3,3,1,4,23,72,10,3,1,11,3
6,2,3,7,5,23,118,10,3,0,10,4
6,2,3,2,5,23,120,10,3,0,10,4
7,5,5,8,4,23,169,10,3,0,12,4
6,3,2,18,6,23,124,10,3,1,10,3
6,3,2,18,6,23,124,10,3,1,10,3
6,3,2,18,6,23,124,10,3,1,10,3
6,4,2,7,4,23,117,10,3,0,12,5
6,4,2,7,4,23,117,10,3,0,12,5
7,2,2,4,4,23,112,10,3,0,11,4
6,2,3,1,3,23,111,10,3,0,13,4
6,2,3,1,3,23,111,10,3,0,13,4
7,5,3,12,9,23,97,10,3,0,10,3
6,3,3,1,4,23,56,10,3,0,11,3
5,3,2,12,3,23,158,10,3,1,12,4
7,2,3,1,3,23,75,10,3,0,11,5
5,5,2,2,4,23,129,10,3,1,13,5
7,3,3,10,6,23,114,10,3,0,11,3
5,8,0,3,4,23,134,10,4,1,14,4
7,3,3,2,2,24,72,10,3,0,12,4
9,2,4,4,4,24,99,10,3,1,10,4
6,4,3,1,5,24,169,10,3,1,10,4
7,4,1,1,6,24,84,10,3,0,9,3
5,2,6,2,3,24,115,10,3,0,11,5
7,2,4,6,3,24,97,10,3,0,12,5
7,2,4,2,3,24,102,10,3,1,12,5
7,4,2,14,5,24,113,10,3,1,10,4
7,4,2,14,5,24,113,10,3,1,10,4
6,4,2,14,5,24,113,10,3,1,10,4
6,3,4,3,11,24,140,10,3,0,9,4
5,4,0,2,3,24,104,10,3,0,12,4
8,3,2,1,6,24,130,10,3,0,10,3
7,4,3,8,4,24,160,10,3,0,10,3
7,3,3,7,3,24,112,10,3,0,10,4
6,3,2,3,4,24,125,10,3,0,9,3
6,3,2,3,4,24,125,10,3,0,9,3
7,4,3,2,2,24,85,10,3,1,12,7
7,3,4,8,5,24,155,10,3,1,10,4
6,3,3,2,3,24,111,10,3,1,12,4
6,3,2,4,3,24,125,10,3,0,11,4
6,3,2,6,4,24,144,10,3,1,10,3
9,2,4,2,4,24,147,10,3,0,10,3
6,3,2,2,2,24,110,10,3,0,13,5
9,2,4,2,4,24,187,10,3,1,10,4
7,2,4,2,5,24,166,10,3,1,11,4
7,2,4,2,5,24,92,10,3,0,11,3
7,2,4,1,7,24,156,10,3,0,11,4
6,1,3,6,4,24,99,10,3,0,12,5
7,2,3,4,5,24,128,10,3,1,10,4
6,6,0,1,4,24,79,10,3,0,9,2
8,6,4,12,30,24,220,10,3,0,9,3
6,2,3,1,5,24,152,10,3,0,9,4
8,2,4,2,5,24,108,10,3,0,10,3
7,2,3,9,6,24,110,10,3,0,9,4
7,2,3,3,3,24,121,10,3,0,12,5
6,4,3,6,4,24,98,10,4,1,12,5
7,4,2,5,4,24,124,10,3,0,13,5
7,2,7,13,5,24,126,10,3,0,12,6
6,2,7,1,17,24,108,10,3,0,10,4
6,2,3,2,4,24,69,10,3,0,9,4
8,2,5,3,5,24,190,10,4,0,11,5
6,5,2,5,4,24,72,10,3,0,13,4
7,2,3,1,5,24,164,10,3,1,11,3
8,2,4,1,4,24,112,10,3,1,10,3
8,2,3,12,5,24,94,10,3,0,10,5
6,2,3,10,5,24,90,10,3,0,9,4
6,2,3,10,5,24,90,10,3,0,9,4
7,3,4,2,4,24,125,10,3,1,12,4
7,3,4,2,4,24,125,10,3,1,12,4
7,1,4,1,4,24,128,10,3,1,10,3
8,2,3,3,3,24,98,10,3,1,11,4
8,3,4,2,9,24,138,10,3,0,10,3
7,2,3,9,5,24,90,10,3,0,10,4
7,3,3,1,5,24,189,10,3,1,10,2
7,3,3,1,5,24,186,10,3,1,10,2
7,3,3,9,6,24,152,10,3,1,11,5
8,3,2,5,5,24,151,10,3,0,10,3
7,3,3,2,4,24,79,10,3,1,11,5
7,3,3,2,4,24,79,10,3,1,11,5
7,6,4,12,7,24,131,10,3,0,9,3
7,6,4,12,7,24,131,10,3,0,9,3
8,2,4,2,4,24,111,10,3,1,11,4
7,2,4,2,5,24,126,10,3,0,11,3
6,2,4,1,5,24,90,10,3,0,10,4
8,2,3,6,5,24,97,10,3,0,11,3
6,4,3,1,3,24,88,10,3,0,12,4
7,4,3,11,3,24,87,10,3,0,13,4
6,2,3,3,3,24,84,10,3,1,12,3
8,7,2,4,5,24,133,10,3,0,10,3
6,3,3,3,4,24,115,10,3,0,9,3
9,2,4,10,4,24,88,10,3,0,11,4
8,2,3,2,4,24,129,10,3,1,10,3
8,2,3,2,4,24,129,10,3,1,10,3
7,2,4,2,5,24,87,10,3,0,12,4
7,2,4,2,5,24,87,10,3,0,12,4
7,2,4,1,5,24,126,10,3,1,11,4
6,3,3,2,3,24,101,10,3,0,13,3
6,2,4,1,5,24,111,10,3,0,11,1
7,4,2,9,5,24,113,10,3,0,9,3
7,4,2,9,5,24,113,10,3,0,9,3
7,2,4,2,5,24,131,10,3,1,11,4
8,2,4,1,6,24,111,10,3,0,11,4
6,5,2,8,3,24,142,10,3,0,12,4
8,2,2,2,4,24,119,10,3,1,10,4
7,3,3,2,8,24,145,10,3,1,10,3
7,3,3,1,4,24,183,10,3,0,11,3
7,3,3,1,4,24,183,10,3,0,11,3
7,4,2,6,4,24,100,10,3,1,13,5
7,4,3,3,3,24,84,10,3,0,12,4
7,4,3,3,3,24,84,10,3,0,12,4
7,3,3,2,5,24,105,10,3,0,11,4
7,3,4,3,5,24,132,10,3,1,11,4
6,3,2,14,4,24,99,10,3,0,11,4
6,3,3,12,4,24,120,10,3,0,11,4
6,3,3,4,4,24,81,10,3,1,13,5
7,5,2,3,4,24,87,10,3,0,13,6
6,2,3,2,4,24,115,10,3,1,11,4
6,3,3,2,4,24,98,10,3,0,13,4
6,2,3,2,4,24,125,10,3,0,11,4
6,2,3,2,4,24,125,10,3,0,11,4
6,2,3,2,4,24,125,10,3,0,11,4
6,3,3,12,4,24,205,10,3,1,10,3
5,4,3,8,3,24,116,10,3,0,11,4
5,4,3,8,3,24,116,10,3,0,11,4
6,2,3,1,4,24,78,10,3,0,12,4
7,4,2,2,27,24,140,10,3,1,10,3
6,3,3,1,3,24,110,10,3,0,13,4
6,3,3,1,3,24,110,10,3,0,13,4
6,1,2,13,6,24,183,10,3,0,12,4
6,1,2,13,6,24,183,10,3,0,12,4
7,1,3,6,3,24,134,10,3,0,11,4
6,2,4,3,4,24,99,10,3,1,11,4
6,2,4,3,4,24,99,10,3,1,11,4
6,2,3,1,4,24,88,10,3,1,11,5
6,6,3,2,4,24,118,10,3,0,14,4
6,3,3,2,4,24,125,10,3,0,13,6
6,5,3,8,5,24,119,10,3,0,11,4
6,2,3,2,4,24,92,10,3,1,11,4
8,7,1,2,7,25,168,10,3,1,9,3
7,4,2,5,5,25,149,10,3,0,10,3
7,4,2,5,4,25,78,10,3,0,10,4
7,4,2,5,4,25,78,10,3,0,10,4
6,3,2,3,4,25,143,10,3,0,11,4
7,5,2,2,3,25,98,10,3,0,13,5
6,4,2,7,3,25,137,10,3,1,10,4
6,2,2,4,4,25,111,10,3,0,9,3
7,2,3,6,4,25,136,10,3,1,10,4
7,3,3,12,5,25,148,10,3,1,9,3
7,2,3,2,4,25,136,10,3,1,10,2
7,2,3,14,4,25,139,10,3,1,10,4
7,2,3,1,4,25,79,10,3,1,10,5
7,2,3,1,4,25,78,10,3,1,10,5
5,4,0,2,2,25,102,10,3,0,12,5
8,2,4,1,4,25,109,10,3,1,10,4
8,2,4,1,4,25,109,10,3,1,10,4
8,3,3,8,5,25,192,10,3,0,11,3
5,2,3,1,3,25,97,10,4,0,11,6
6,3,5,5,3,25,191,10,4,0,12,5
7,3,4,7,3,25,126,10,3,0,11,6
9,3,5,1,5,25,109,10,3,0,13,4
7,2,3,1,5,25,80,10,3,0,11,4
6,2,3,1,4,25,96,10,4,1,10,4
7,4,6,1,5,25,102,10,3,0,11,4
5,2,2,1,5,25,105,10,3,0,9,3
7,3,5,8,6,25,156,10,3,1,11,5
7,2,7,1,5,25,111,10,3,0,11,4
7,3,3,2,4,25,121,10,3,1,10,4
7,3,4,6,6,25,148,10,3,0,10,3
7,6,3,2,5,25,161,10,3,1,11,2
8,2,4,3,6,25,178,10,3,1,10,4
6,3,2,2,5,25,117,10,3,1,9,3
7,3,3,2,4,25,122,10,3,1,11,4
8,3,3,1,4,25,106,10,3,1,10,3
7,3,4,2,4,25,87,10,3,1,10,4
8,3,3,4,5,25,142,10,3,0,10,3
7,3,3,2,3,25,126,10,3,0,12,5
7,3,3,1,6,25,173,10,3,1,9,4
6,2,3,1,4,25,119,10,4,1,11,4
8,3,3,11,4,25,119,10,3,0,11,4
8,5,3,11,5,25,157,10,3,0,11,5
8,5,3,11,5,25,157,10,3,0,11,5
7,1,3,1,3,25,91,10,4,0,11,4
7,2,3,12,6,25,125,10,3,0,9,3
8,4,3,13,5,25,209,10,3,1,9,4
6,1,2,6,4,25,107,10,4,0,11,5
8,3,3,18,5,25,218,10,3,1,9,3
6,4,2,1,3,25,98,10,3,0,10,3
8,3,3,2,3,25,122,10,3,1,12,4
8,3,3,2,3,25,122,10,3,1,12,4
7,2,2,9,3,25,135,10,3,1,10,4
7,6,1,1,7,25,154,10,3,0,10,2
6,7,3,3,7,25,146,10,3,0,9,3
6,2,2,1,5,25,155,10,4,0,10,3
7,3,3,5,3,25,100,10,3,0,12,5
8,2,4,6,6,25,144,10,3,1,10,4
8,2,4,6,5,25,148,10,3,1,10,4
6,3,3,3,5,25,153,10,3,1,12,5
6,3,3,3,5,25,153,10,3,1,12,5
7,2,2,9,4,25,150,10,3,0,11,3
6,2,3,5,3,25,108,10,3,0,12,4
9,2,3,1,3,25,78,10,3,0,11,3
6,3,3,3,4,25,79,10,3,1,12,5
7,3,3,11,4,25,84,10,3,0,11,4
6,2,3,12,3,25,97,10,3,0,11,5
6,3,3,7,4,25,95,10,3,0,11,4
6,3,3,7,4,25,95,10,3,0,11,4
8,2,2,1,4,25,83,10,3,0,12,4
7,3,3,9,3,25,191,10,3,0,12,5
5,3,3,1,3,25,93,10,3,0,14,5
5,3,3,1,3,25,93,10,3,0,14,5
7,3,3,1,4,25,184,10,3,0,11,3
7,3,3,1,4,25,184,10,3,0,11,3
7,7,2,7,5,25,65,10,3,0,11,2
6,3,3,2,3,25,101,10,3,0,12,4
6,2,5,6,5,25,120,10,3,1,11,4
6,2,5,6,5,25,120,10,3,1,11,4
6,2,5,6,5,25,120,10,3,1,11,4
6,3,5,16,5,25,94,10,3,0,9,4
6,3,5,16,5,25,94,10,3,0,9,4
6,2,5,6,5,25,120,10,3,1,11,4
7,2,3,16,5,25,135,10,3,0,9,5
7,2,3,16,5,25,135,10,3,0,9,5
7,2,3,16,5,25,135,10,3,0,9,5
7,2,3,16,5,25,135,10,3,0,9,5
7,2,3,16,5,25,135,10,3,0,9,5
7,2,3,16,5,25,135,10,3,0,9,5
7,4,2,13,3,25,131,10,3,1,11,3
7,4,4,2,5,25,157,10,3,1,11,5
5,3,3,1,5,25,119,10,3,1,11,4
6,2,3,1,4,25,68,10,3,0,13,4
7,4,3,3,3,25,85,10,3,0,12,4
7,4,3,3,3,25,85,10,3,0,12,4
8,3,2,10,6,25,115,10,3,0,11,3
7,2,3,5,3,25,76,10,3,1,11,4
7,4,4,11,3,25,204,10,3,1,10,4
7,3,3,9,5,25,166,10,3,1,11,4
7,3,3,9,5,25,166,10,3,1,11,4
6,3,3,4,3,25,116,10,3,0,12,4
7,2,3,2,5,25,113,10,3,0,11,4
6,4,2,2,3,25,133,10,3,1,12,5
6,2,3,11,5,25,96,10,3,0,10,4
6,2,3,1,3,25,98,10,3,0,12,5
7,6,0,1,6,25,133,10,3,0,10,2
7,6,0,1,6,25,133,10,3,0,10,2
6,2,4,2,3,25,111,10,3,0,12,5
6,2,4,2,3,25,111,10,3,0,12,5
6,3,5,11,3,25,93,10,3,0,11,4
6,4,3,8,5,25,118,10,3,0,11,4
6,3,3,2,4,25,100,10,3,0,12,4
7,2,3,9,6,26,103,10,3,1,9,3
6,3,7,16,5,26,164,10,3,1,9,4
6,3,7,16,5,26,164,10,3,1,9,4
7,5,4,4,3,26,109,10,3,1,13,6
7,6,1,10,6,26,142,10,3,0,9,2
7,2,3,2,3,26,139,10,3,1,13,5
6,3,2,7,4,26,157,10,3,1,10,5
7,4,4,13,4,26,72,10,3,0,12,3
8,4,3,10,5,26,157,10,3,1,9,4
6,1,4,1,4,26,116,10,3,1,10,4
7,2,3,9,6,26,111,10,3,1,10,3
7,2,3,9,6,26,111,10,3,1,10,3
7,3,3,3,4,26,107,10,3,0,12,5
7,3,3,3,4,26,107,10,3,0,12,5
7,2,2,11,4,26,81,10,3,0,10,4
7,2,2,11,4,26,81,10,3,0,10,4
7,3,4,5,3,26,127,10,3,0,11,4
7,2,4,2,3,26,136,10,3,1,10,4
6,3,2,7,4,26,116,10,3,0,10,5
6,3,3,2,2,26,117,10,3,0,13,4
8,3,3,13,5,26,113,10,3,0,10,4
5,6,1,3,4,26,80,10,3,0,9,3
8,2,3,10,4,26,143,10,3,0,10,4
8,2,3,10,4,26,143,10,3,0,10,4
8,2,3,1,6,26,111,10,4,0,11,4
8,2,3,1,6,26,111,10,4,0,11,4
6,5,2,13,4,26,138,10,3,0,9,3
9,3,5,7,3,26,91,10,3,0,12,3
5,4,1,1,4,26,102,10,4,0,11,4
8,3,4,2,3,26,172,10,3,0,11,2
7,2,4,2,3,26,75,10,3,0,11,5
8,3,3,2,3,26,168,10,3,0,12,5
8,3,3,2,3,26,168,10,3,0,12,5
9,2,5,1,5,26,107,10,3,0,12,4
6,3,3,1,4,26,138,10,4,1,10,3
7,3,3,4,4,26,155,10,3,1,12,6
7,2,5,1,5,26,128,10,3,0,11,4
7,3,2,2,5,26,124,10,3,1,10,4
7,2,5,9,3,26,132,10,3,0,11,5
7,2,5,9,3,26,132,10,3,0,11,5
8,3,5,8,4,26,174,10,3,0,11,5
6,2,5,1,3,26,106,10,3,0,10,4
7,3,5,2,3,26,126,10,3,0,12,5
8,2,5,4,4,26,105,10,3,0,11,3
8,2,2,2,3,26,189,10,3,1,12,5
9,2,3,1,4,26,176,10,3,0,9,3
6,3,2,16,5,26,166,10,3,0,9,3
6,3,2,16,5,26,166,10,3,0,9,3
9,2,4,11,4,26,183,10,3,0,9,4
7,4,4,6,4,26,98,10,3,1,13,5
7,4,4,6,4,26,98,10,3,1,13,5
8,3,3,4,5,26,146,10,3,0,10,3
6,3,2,1,3,26,104,10,3,0,11,4
8,3,3,1,4,26,117,10,3,1,11,3
7,1,3,7,6,26,105,10,3,0,10,4
7,2,3,1,5,26,105,10,4,1,11,4
7,2,3,1,4,26,101,10,3,0,12,4
7,4,3,7,4,26,97,10,3,1,13,5
7,4,3,7,4,26,97,10,3,1,13,5
7,4,2,12,5,26,126,10,3,0,9,3
7,2,3,1,5,26,66,10,3,0,11,4
7,3,3,6,3,26,74,10,3,1,11,4
8,4,4,2,2,26,93,10,3,0,12,4
5,2,3,1,3,26,77,10,3,1,10,4
7,4,1,13,4,26,158,10,3,0,9,3
7,5,4,8,5,26,175,10,3,1,10,3
8,3,3,2,6,26,87,10,3,0,13,4
7,3,3,3,4,26,124,10,3,1,9,4
6,3,3,10,3,26,108,10,3,0,11,4
6,3,3,10,3,26,108,10,3,0,11,4
6,2,3,10,3,26,121,10,3,0,11,4
7,3,3,3,4,26,124,10,3,1,9,4
6,2,3,1,4,26,81,10,3,1,11,4
6,2,3,1,4,26,81,10,3,1,11,4
7,4,4,2,3,26,118,10,3,0,14,5
7,4,3,5,2,26,90,10,3,1,13,5
6,2,4,1,3,26,111,10,3,1,11,4
7,3,3,4,5,26,189,10,3,1,10,3
8,2,4,5,4,26,102,10,3,0,10,3
8,3,5,3,5,26,159,10,3,1,11,4
8,3,4,3,5,26,126,10,3,1,13,4
7,2,3,7,3,26,91,10,3,0,12,4
7,2,4,2,4,26,105,10,3,1,12,5
6,2,3,10,5,26,101,10,3,1,10,4
5,3,2,10,3,26,119,10,3,1,12,4
6,2,3,10,5,26,101,10,3,1,10,4
8,2,3,5,3,26,76,10,3,0,12,5
7,2,3,1,3,26,83,10,3,0,12,4
6,2,3,3,3,26,118,10,3,1,11,5
8,2,4,1,5,26,131,10,3,1,11,3
7,2,4,1,5,26,152,10,4,0,10,4
7,4,3,2,3,26,74,10,3,0,13,6
7,3,2,1,5,26,112,10,3,1,9,3
8,2,3,13,5,26,180,10,3,1,9,4
8,2,3,13,5,26,180,10,3,1,9,4
8,2,3,13,5,26,180,10,3,1,9,4
8,2,3,13,5,26,180,10,3,1,9,4
8,2,3,13,5,26,180,10,3,1,9,4
7,3,3,5,3,26,120,10,3,1,13,5
6,3,3,4,7,26,69,10,3,0,12,4
7,3,3,1,4,26,84,10,3,1,11,4
7,2,4,2,5,26,106,10,3,0,11,4
6,2,2,7,5,26,113,10,3,1,10,4
6,1,3,5,5,26,105,10,3,0,9,3
7,2,3,4,4,26,76,10,3,1,11,5
7,3,3,8,4,26,89,10,3,0,13,4
8,3,3,1,5,26,100,10,3,0,12,4
8,3,3,1,5,26,100,10,3,0,12,4
7,2,3,2,2,26,102,10,3,1,12,4
6,2,2,6,5,26,134,10,3,1,10,4
5,2,4,7,3,26,87,10,3,0,13,5
7,4,5,1,15,26,124,10,3,1,10,4
6,1,2,2,4,26,114,10,3,0,11,4
7,3,3,10,4,26,114,10,3,1,12,5
7,3,3,10,4,26,114,10,3,1,12,5
6,3,2,16,6,26,141,10,3,1,9,3
7,2,2,5,5,26,82,10,3,0,10,4
7,2,2,5,5,26,82,10,3,0,10,4
6,3,7,9,4,26,159,10,4,1,11,3
6,3,7,9,4,26,159,10,4,1,11,3
6,2,3,1,3,26,101,10,3,0,13,5
6,4,3,2,4,26,129,10,3,0,13,4
7,3,4,1,4,26,99,10,3,1,11,3
6,3,2,11,3,26,120,10,3,0,10,4
6,4,3,1,5,26,173,10,3,1,9,3
7,3,3,1,3,26,109,10,3,1,11,4
5,3,3,6,3,26,99,10,3,0,9,4
7,2,4,14,6,26,172,10,3,0,9,4
7,2,4,14,6,26,172,10,3,0,9,4
6,3,2,6,4,27,124,10,3,0,13,5
6,2,6,15,6,27,159,10,3,0,9,3
7,2,5,2,4,27,122,10,3,0,10,4
7,2,4,8,5,27,153,10,3,1,9,5
6,3,3,3,7,27,128,10,3,1,10,4
7,2,3,1,4,27,99,10,3,0,10,4
7,2,3,1,4,27,99,10,3,0,10,4
6,5,1,3,4,27,160,10,3,1,11,5
7,2,4,5,4,27,103,10,3,1,11,4
7,4,3,1,3,27,55,10,3,0,11,4
6,4,1,1,7,27,128,10,3,1,9,3
9,3,4,5,3,27,95,10,3,0,11,4
7,6,2,9,3,27,133,10,3,1,9,3
7,6,2,9,3,27,133,10,3,1,9,3
7,2,4,2,3,27,139,10,3,0,13,7
7,3,3,1,4,27,82,10,3,0,12,4
7,2,3,1,3,27,107,10,3,0,12,4
5,4,2,2,4,27,88,10,4,0,10,5
8,3,3,2,5,27,154,10,3,0,11,4
6,6,5,12,5,27,186,10,3,1,9,4
7,4,2,2,3,27,87,10,3,1,13,5
7,4,2,2,3,27,87,10,3,1,13,5
9,2,4,2,5,27,114,10,3,0,10,3
7,2,3,2,5,27,131,10,3,0,11,3
7,3,3,2,5,27,132,10,3,0,11,3
8,4,4,6,3,27,93,10,3,1,13,5
7,2,3,2,4,27,98,10,3,0,12,5
8,1,7,2,4,27,103,10,3,0,11,5
8,3,5,1,6,27,117,10,3,0,9,3
8,1,5,5,5,27,133,10,3,0,11,4
7,2,5,1,4,27,104,10,3,1,11,4
7,3,7,2,4,27,122,10,3,0,11,4
6,4,2,5,3,27,77,10,3,0,13,3
8,3,5,4,4,27,131,10,3,1,13,5
8,3,5,1,5,27,142,10,3,1,10,3
7,4,3,7,3,27,87,10,3,0,11,5
7,4,3,7,3,27,87,10,3,0,11,5
7,3,4,6,6,27,151,10,3,0,10,3
7,4,3,1,4,27,126,10,3,1,12,3
6,3,3,1,3,27,96,10,3,0,12,4
7,2,2,6,12,27,104,10,3,1,9,4
7,2,2,6,12,27,104,10,3,1,9,4
7,4,3,4,3,27,135,10,3,0,12,4
7,1,2,5,6,27,127,10,3,0,9,3
7,5,7,8,8,27,182,10,3,0,9,3
7,2,4,1,3,27,84,10,3,0,10,3
8,2,4,2,5,27,151,10,3,1,10,4
8,4,3,8,3,27,98,10,3,0,12,5
7,3,3,5,3,27,155,10,3,0,11,4
5,8,0,3,4,27,93,10,3,0,9,3
8,3,3,5,6,27,156,10,3,1,10,4
8,4,3,5,3,27,95,10,3,1,12,6
7,3,3,2,4,27,128,10,3,1,10,4
6,2,4,2,4,27,109,10,3,1,10,4
6,3,1,5,5,27,128,10,3,0,9,3
6,3,1,5,5,27,128,10,3,0,9,3
9,3,7,14,4,27,191,10,3,1,9,3
9,3,7,14,4,27,191,10,3,1,9,3
7,2,3,1,3,27,73,10,3,0,12,4
7,2,3,2,3,27,109,10,3,1,10,4
7,4,3,3,5,27,202,10,3,1,11,4
5,3,3,8,3,27,107,10,3,0,11,4
5,3,3,8,3,27,107,10,3,0,11,4
7,3,4,5,3,27,114,10,3,1,13,3
7,2,4,7,4,27,107,10,3,1,12,4
7,3,3,6,4,27,91,10,3,1,12,5
7,2,4,1,3,27,93,10,3,0,13,6
7,3,3,1,3,27,80,10,3,0,13,4
8,3,3,3,2,27,99,10,3,0,13,4
6,1,2,6,4,27,123,10,3,1,10,4
7,2,3,14,4,27,149,10,3,0,9,4
7,2,3,14,4,27,149,10,3,0,9,4
7,2,3,14,4,27,149,10,3,0,9,4
7,5,3,26,3,27,122,10,3,0,11,4
7,5,3,26,3,27,122,10,3,0,11,4
7,5,3,6,4,27,130,10,3,0,13,5
8,3,4,2,9,27,177,10,3,1,10,3
8,3,4,2,9,27,177,10,3,1,10,3
7,3,5,16,6,27,173,10,3,1,9,3
7,3,5,16,6,27,173,10,3,1,9,3
7,4,3,2,4,27,119,10,3,0,11,4
5,3,3,8,5,27,91,10,3,0,10,4
6,3,2,2,5,27,132,10,4,1,11,3
6,3,3,1,5,27,183,10,3,0,10,3
6,4,1,4,6,27,113,10,3,0,9,2
6,4,1,4,6,27,113,10,3,0,9,2
8,2,3,1,3,27,80,10,3,1,11,3
6,2,3,4,4,27,146,10,3,0,12,4
5,3,2,2,3,27,117,10,4,0,13,5
6,3,2,12,4,27,150,10,3,0,11,4
6,3,3,5,6,27,151,10,3,0,12,4
7,4,3,3,4,27,97,10,3,0,11,4
6,3,3,11,3,27,119,10,3,0,11,5
7,5,3,5,4,27,165,10,3,0,12,4
7,3,2,6,9,27,166,10,3,0,10,3
5,3,3,4,3,27,108,10,3,0,12,5
6,3,3,11,4,27,98,10,3,1,10,4
6,3,3,11,4,27,98,10,3,1,10,4
7,2,4,4,4,27,140,10,3,1,12,4
8,2,4,2,4,28,129,10,3,0,11,4
7,2,4,2,3,28,112,10,3,1,11,5
7,3,3,7,7,28,160,10,3,0,10,4
7,3,3,7,7,28,160,10,3,0,10,4
7,3,4,8,5,28,123,10,3,0,11,4
6,3,2,16,4,28,159,10,3,1,10,4
6,2,3,2,2,28,158,10,3,1,11,4
6,4,1,7,3,28,173,10,3,0,13,4
6,3,3,2,5,28,167,10,3,0,10,4
8,2,4,10,6,28,99,10,3,0,10,4
7,4,3,10,4,28,152,10,3,1,9,3
7,4,3,10,4,28,152,10,3,1,9,3
7,4,3,10,4,28,191,10,3,1,9,3
7,4,3,10,4,28,191,10,3,1,9,3
9,3,5,11,4,28,124,10,3,0,10,7
6,2,3,2,3,28,92,10,3,1,11,5
6,2,3,2,3,28,92,10,3,1,11,5
7,7,2,10,7,28,212,10,3,1,9,4
7,2,3,2,4,28,141,10,3,1,10,5
7,2,3,2,4,28,141,10,3,1,10,5
7,2,3,5,6,28,105,10,4,0,10,5
8,3,3,9,4,28,118,10,3,0,11,5
6,4,2,3,3,28,124,10,3,1,13,5
7,4,3,14,4,28,162,10,3,1,9,3
7,3,4,7,6,28,188,10,3,0,10,3
10,3,5,2,4,28,164,10,3,1,10,3
6,2,3,1,5,28,150,10,3,0,9,3
7,2,7,1,5,28,157,10,3,1,9,4
7,2,7,1,5,28,157,10,3,1,9,4
5,3,3,1,4,28,152,10,4,1,10,4
8,3,5,2,4,28,114,10,3,1,13,5
7,6,2,3,5,28,92,10,3,0,9,4
8,2,5,1,3,28,81,10,3,1,10,5
8,2,5,1,3,28,81,10,3,1,10,5
6,2,5,1,3,28,117,10,4,0,10,4
7,1,5,1,4,28,99,10,3,1,11,4
8,3,5,3,3,28,87,10,3,0,11,5
8,3,5,3,3,28,87,10,3,0,11,5
7,3,5,7,4,28,111,10,3,1,12,6
7,2,3,1,3,28,123,10,3,1,11,4
9,2,3,2,5,28,178,10,3,0,9,2
7,3,3,6,3,28,97,10,3,0,12,4
8,4,4,2,4,28,152,10,3,0,13,4
